office_name,website,domain,root_domain,koopaanbod_url,koopaanbod_url_quality,plaats,provincie,source_type,discovery_source,confidence,needs_review,review_reason,notes,raw_place,normalized_place,gemeente,place_status,place_review_reason
Rentmeester Makelaardij,http://www.rentmeestermakelaardij.nl,rentmeestermakelaardij.nl,rentmeestermakelaardij.nl,http://www.rentmeestermakelaardij.nl/aanbod/woningaanbod,valid,Goirle,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2",Goirle,Goirle,Goirle,current_gemeente,
Heijblom Makelaardij b.v.,https://www.heijblommakelaardij.nl,heijblommakelaardij.nl,heijblommakelaardij.nl,http://www.heijblommakelaardij.nl/aanbod/woningaanbod/koop,valid,Halderberge,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=4, huur=1",Halderberge,Halderberge,Halderberge,current_gemeente,
Sweere Makelaardij B.V.,https://www.sweere.nl,sweere.nl,sweere.nl,https://www.sweere.nl/aanbod/nieuwbouwaanbod/oud-gastel/koop/project-66666--,valid,Halderberge,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=18, koop=2, huur=0",Halderberge,Halderberge,Halderberge,current_gemeente,
Van de Kasteele Makelaardij,http://www.vandekasteele.com,vandekasteele.com,vandekasteele.com,https://www.vandekasteele.com/property-type/woningen,valid,Halderberge,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=116, koop=1, huur=0",Halderberge,Halderberge,Halderberge,current_gemeente,
Van Meer Makelaars B.V.,http://www.vanmeermakelaars.nl,vanmeermakelaars.nl,vanmeermakelaars.nl,http://www.vanmeermakelaars.nl/aanbod/woningaanbod/oudenbosch/koop/huis-9883500-Nijverheidsweg-14,valid,Halderberge,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Halderberge,Halderberge,Halderberge,current_gemeente,
Wijk-Regio Makelaardij,http://www.wijk-regio.nl,wijk-regio.nl,wijk-regio.nl,http://www.wijk-regio.nl/aanbod/woningaanbod/oudenbosch/koop/huis-10339742-Jaagpad-1,valid,Halderberge,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=5, huur=0",Halderberge,Halderberge,Halderberge,current_gemeente,
KIN Makelaars Regio Eindhoven B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,kinmakelaars.nl,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,Heeze Leende,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=3",Heeze Leende,Heeze-Leende,Heeze-Leende,alias,
Kranen Makelaardij,http://www.kranenmakelaardij.nl,kranenmakelaardij.nl,kranenmakelaardij.nl,http://www.kranenmakelaardij.nl/aanbod,valid,Heeze Leende,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=60, koop=2, huur=0",Heeze Leende,Heeze-Leende,Heeze-Leende,alias,
Makelaardij OLAV Veldhuizen B.V.,http://www.makelaardijolav.nl,makelaardijolav.nl,makelaardijolav.nl,http://www.makelaardijolav.nl/zoek-in-ons-aanbod,valid,Heeze Leende,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=14, koop=1, huur=0",Heeze Leende,Heeze-Leende,Heeze-Leende,alias,
Snijders & de Werdt Makelaars,http://www.swmakelaars.nl,swmakelaars.nl,swmakelaars.nl,,missing,Heeze Leende,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Heeze Leende,Heeze-Leende,Heeze-Leende,alias,
A3 Taxaties,https://www.a3taxaties.nl,a3taxaties.nl,a3taxaties.nl,,missing,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Helmond,Helmond,Helmond,current_gemeente,
Adriaan van den Heuvel makelaars en adviseurs,http://www.heuvel.nl,heuvel.nl,heuvel.nl,https://www.heuvel.nl/woningmakelaardij/aanbod?_facet_financial_type=koop,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=18, koop=1, huur=0",Helmond,Helmond,Helmond,current_gemeente,
B & L Makelaarskantoor O.G. B.V.,http://www.vendomakelaars.nl,vendomakelaars.nl,vendomakelaars.nl,http://www.vendomakelaars.nl/voor-kopers/binnenkort-te-koop,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=2.78),Helmond,Helmond,Helmond,current_gemeente,
Broeckx makelaars,http://www.woonplezier.nl,woonplezier.nl,woonplezier.nl,http://www.woonplezier.nl/aanbod/woningaanbod/koop,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=5, huur=1",Helmond,Helmond,Helmond,current_gemeente,
ERA Focus Makelaars Helmond B.V.,http://www.erafocus.nl,erafocus.nl,erafocus.nl,,missing,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Helmond,Helmond,Helmond,current_gemeente,
Frank Gruintjes Makelaars,http://www.frankgruintjes.nl,frankgruintjes.nl,frankgruintjes.nl,http://www.frankgruintjes.nl/aanbod/woningaanbod/mierlo/koop/huis-7946295-Vaanakker-61,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Helmond,Helmond,Helmond,current_gemeente,
Harry Moes Makelaardij o.z.,http://www.harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,http://www.harrymoesmakelaardij.nl/aanbod/woningaanbod/schijndel/koop/huis-10245112-Hyacinthof-28,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=4, huur=1",Helmond,Helmond,Helmond,current_gemeente,
M.G.M. Makelaardij Helmond,https://www.mgmmakelaardij.nl,mgmmakelaardij.nl,mgmmakelaardij.nl,https://www.mgmmakelaardij.nl/aanbod/koop,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=46, koop=2, huur=0",Helmond,Helmond,Helmond,current_gemeente,
Makelaar de Vree,http://www.makelaardevree.nl,makelaardevree.nl,makelaardevree.nl,http://www.makelaardevree.nl/aanbod/woningaanbod/helmond/koop/huis-9713046-Suytboulevard-47,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=5, huur=1",Helmond,Helmond,Helmond,current_gemeente,
Raaijmakers Makelaardij,http://www.raaijmakersmakelaardij.nl,raaijmakersmakelaardij.nl,raaijmakersmakelaardij.nl,https://www.raaijmakersmakelaardij.nl/woningen,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=59, koop=2, huur=0",Helmond,Helmond,Helmond,current_gemeente,
Theo Keijzers Makelaardij,http://www.theo-keijzers.nl,theo-keijzers.nl,theo-keijzers.nl,http://www.theo-keijzers.nl/aanbod/woningaanbod/helmond/koop/huis-9588260-Hunzestraat-55,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=3, huur=0",Helmond,Helmond,Helmond,current_gemeente,
Van der Duim makelaardij,https://www.vanderduimmakelaardij.nl,vanderduimmakelaardij.nl,vanderduimmakelaardij.nl,https://www.vanderduimmakelaardij.nl/nl/woningaanbod,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=49, koop=1, huur=0",Helmond,Helmond,Helmond,current_gemeente,
Van Santvoort Makelaars b.v.,http://www.vansantvoort.nl,vansantvoort.nl,vansantvoort.nl,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=240, sin senales huur",Helmond,Helmond,Helmond,current_gemeente,
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,https://vantuijl-makelaardij.nl/woning-kopen,suspect,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=3, koop=2, huur=0; suspect koopaanbod_url: missing listing signal",Helmond,Helmond,Helmond,current_gemeente,
van Wetten Makelaardij,http://www.vanwetten.nl,vanwetten.nl,vanwetten.nl,http://www.vanwetten.nl/aanbod/woningaanbod/koop,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=212, koop=4, huur=2",Helmond,Helmond,Helmond,current_gemeente,
vb&t Makelaars Helmond,http://www.vbtmakelaars.nl,vbtmakelaars.nl,vbtmakelaars.nl,https://www.vbtmakelaars.nl/aanbod-nieuwbouw-koopwoningen,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=14, koop=2, huur=1",Helmond,Helmond,Helmond,current_gemeente,
Woonadvies Makelaardij o.g.,https://www.woonadviesmakelaardij.nl,woonadviesmakelaardij.nl,woonadviesmakelaardij.nl,https://www.woonadviesmakelaardij.nl/aanbod/woningaanbod/mierlo/koop/huis-9229080-Patrijslaan-4H-47,valid,Helmond,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=12, koop=4, huur=0",Helmond,Helmond,Helmond,current_gemeente,
AMB Makelaars Drunen,http://www.amb-makelaars.nl,amb-makelaars.nl,amb-makelaars.nl,https://www.amb-makelaars.nl/aanbod,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=159, koop=1, huur=0",Heusden,Heusden,Heusden,current_gemeente,
Bunt Taxaties en Vastgoedadvies B.V.,http://www.buntvastgoed.nl,buntvastgoed.nl,buntvastgoed.nl,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Heusden,Heusden,Heusden,current_gemeente,
Carre de Wit makelaardij,https://www.carredewit.nl,carredewit.nl,carredewit.nl,https://www.carredewit.nl/woningaanbod,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=61, koop=3, huur=1",Heusden,Heusden,Heusden,current_gemeente,
DUX Real Estate B.V.,https://www.duxrealestate.nl,duxrealestate.nl,duxrealestate.nl,https://duxrealestate.nl/aanbod/s-hertogenbosch/graaf-van-solmsweg-99-e-30,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=7, koop=2, huur=1",Heusden,Heusden,Heusden,current_gemeente,
Hofstede Land van Heusden,https://www.hofstedelandvanheusden.nl,hofstedelandvanheusden.nl,hofstedelandvanheusden.nl,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Heusden,Heusden,Heusden,current_gemeente,
Kievit Makelaardij,http://www.kievitmakelaardij.com,kievitmakelaardij.com,kievitmakelaardij.com,https://www.kievitmakelaardij.com/stille-verkoop,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Heusden,Heusden,Heusden,current_gemeente,
KIN Makelaars Waalwijk B.V.,https://www.kinmakelaars.nl,kinmakelaars.nl,kinmakelaars.nl,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=4, huur=3",Heusden,Heusden,Heusden,current_gemeente,
Makelaarshuys AERTS,https://www.aerts.nl,aerts.nl,aerts.nl,https://www.aerts.nl/aanbod/woningaanbod/drunen/koop/huis-8212399-Valeriusstraat-1,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Heusden,Heusden,Heusden,current_gemeente,
Mulders Taxaties B.V.,https://www.mulderstaxaties.nl,mulderstaxaties.nl,mulderstaxaties.nl,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Heusden,Heusden,Heusden,current_gemeente,
Oomen Makelaardij & Taxaties,http://www.oomenmakelaardij.nl,oomenmakelaardij.nl,oomenmakelaardij.nl,https://www.oomenmakelaardij.nl/wonen,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=146, koop=3, huur=0",Heusden,Heusden,Heusden,current_gemeente,
Remco Olden Lommers Makelaars,http://www.olden.nl,olden.nl,olden.nl,http://www.olden.nl/aanbod/woningaanbod,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2",Heusden,Heusden,Heusden,current_gemeente,
Staete Makelaars Drunen,http://www.staete.nl,staete.nl,staete.nl,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=6, koop=4, huur=0",Heusden,Heusden,Heusden,current_gemeente,
Taxanja Taxaties,https://www.taxanja.nl,taxanja.nl,taxanja.nl,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Heusden,Heusden,Heusden,current_gemeente,
Timmermans Makelaardij,http://www.timmermansmakelaardij.nl,timmermansmakelaardij.nl,timmermansmakelaardij.nl,http://www.timmermansmakelaardij.nl/aanbod/woningaanbod/loon-op-zand/koop/huis-9926496-Sjerpstraat-1,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Heusden,Heusden,Heusden,current_gemeente,
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,,,missing,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url; missing root_domain,home did not load; missing koopaanbod_url; missing root_domain,Heusden,Heusden,Heusden,current_gemeente,
Van de Zande Makelaardij Waalwijk B.V.,http://www.zande.nl,zande.nl,zande.nl,http://www.zande.nl/woningaanbod,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=65, koop=3, huur=0",Heusden,Heusden,Heusden,current_gemeente,
ViaJoop Makelaardij,http://www.viajoop.nl,viajoop.nl,viajoop.nl,http://www.viajoop.nl/woningen?type=koop,valid,Heusden,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=142, koop=3, huur=1",Heusden,Heusden,Heusden,current_gemeente,
Appels Makelaardij B.V.,http://www.appels.nl,appels.nl,appels.nl,https://www.appels.nl/aanbod,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=0.72),Hilvarenbeek,Hilvarenbeek,Hilvarenbeek,current_gemeente,
Clavem Makelaars,http://www.clavem.eu,clavem.eu,clavem.eu,http://www.clavem.eu/aanbod/woningaanbod/hilvarenbeek/koop/huis-9980160-Dr.-P.-C.-de-Brouwerlaan-20,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Hilvarenbeek,Hilvarenbeek,Hilvarenbeek,current_gemeente,
M&S powered bij HRS,http://www.hrs.nl,hrs.nl,hrs.nl,https://hrs.nl/wonen/binnenkort-in-de-verkoop,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=82, sin senales huur",Hilvarenbeek,Hilvarenbeek,Hilvarenbeek,current_gemeente,
Robert Rexwinkel Lommers Makelaars,https://www.robertrexwinkel.nl,robertrexwinkel.nl,robertrexwinkel.nl,https://www.robertrexwinkel.nl/verkoop,valid,Hilvarenbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=1.58),Hilvarenbeek,Hilvarenbeek,Hilvarenbeek,current_gemeente,
Broeckx makelaars,http://www.woonplezier.nl,woonplezier.nl,woonplezier.nl,http://www.woonplezier.nl/aanbod/woningaanbod/koop,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=208, koop=5, huur=1",Laarbeek,Laarbeek,Laarbeek,current_gemeente,
Harry Moes Makelaardij o.z.,http://www.harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,harrymoesmakelaardij.nl,http://www.harrymoesmakelaardij.nl/aanbod/woningaanbod/schijndel/koop/huis-10245112-Hyacinthof-28,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=4, huur=1",Laarbeek,Laarbeek,Laarbeek,current_gemeente,
Statig Wonen makelaars,http://www.statigwonen.nl,statigwonen.nl,statigwonen.nl,https://www.statigwonen.nl/stille-verkoop,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=19, koop=1, huur=0",Laarbeek,Laarbeek,Laarbeek,current_gemeente,
Trieling & Jacobs woning- en bedrijfsmakelaars,http://www.trielingjacobs.nl,trielingjacobs.nl,trielingjacobs.nl,http://www.trielingjacobs.nl/aanbod/woningaanbod/helmond/koop/huis-10205650-Malaxisbeek-8,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Laarbeek,Laarbeek,Laarbeek,current_gemeente,
Van den Hurk Makelaars,http://www.vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,vandenhurkmakelaars.nl,http://www.vandenhurkmakelaars.nl/aanbod/woningaanbod/beek-en-donk/koop/huis-9330646-Hugo-Thijssensplein-1,valid,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Laarbeek,Laarbeek,Laarbeek,current_gemeente,
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,,missing,Laarbeek,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Laarbeek,Laarbeek,Laarbeek,current_gemeente,
Beaufort & Kwakkernaat ERA Makelaars,,,,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
De Wissel Beheer B.V.,,,,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
EEF Makelaars,http://www.eefmakelaars.nl,eefmakelaars.nl,eefmakelaars.nl,http://www.eefmakelaars.nl/woningen,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=31, koop=1, huur=0",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Elly Wintjes Makelaardij,http://www.wintjesmakelaardij.nl,wintjesmakelaardij.nl,wintjesmakelaardij.nl,http://www.wintjesmakelaardij.nl/aanbod,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=61, koop=2, huur=1",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,hansjanssen.nl,https://www.hansjanssen.nl/makelaars/verkoop,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=710, koop=3, huur=1",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Hansdemakelaar,,,,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.40,true,missing website; missing koopaanbod_url; missing domain; missing root_domain,missing website; missing koopaanbod_url; missing domain; missing root_domain,Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Hermens Vastgoed Advisering,http://www.hermensvastgoed.nl,hermensvastgoed.nl,hermensvastgoed.nl,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Jilisen Makelaardij B.V.,http://www.jilisenmakelaardij.nl,jilisenmakelaardij.nl,jilisenmakelaardij.nl,http://www.jilisenmakelaardij.nl/aanbod/woningaanbod,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=196, koop=4, huur=2",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Kolmeijer Land van Cuijk,https://kolmeijercuijk.nl,kolmeijercuijk.nl,kolmeijercuijk.nl,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,home did not load; missing koopaanbod_url,Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Leenaers Makelaardij,http://www.leenaersmakelaardij.nl,leenaersmakelaardij.nl,leenaersmakelaardij.nl,https://www.leenaersmakelaardij.nl/aanbod,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=10, koop=2, huur=0",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Makelaardij Martijn Willems,http://www.makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,,missing,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,missing koopaanbod_url,sin candidatos de koop; missing koopaanbod_url,Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Makelaardij Twan Poels,http://www.twanpoels.nl,twanpoels.nl,twanpoels.nl,https://www.twanpoels.nl/nieuwbouw,suspect,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.65,true,suspect koopaanbod_url: missing listing signal,"prijzen=340, koop=3, huur=0; suspect koopaanbod_url: missing listing signal",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
MVS makelaardij Boxmeer,http://www.mvsmakelaardij.nl,mvsmakelaardij.nl,mvsmakelaardij.nl,https://www.mvsmakelaardij.nl/wonen,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=80, koop=2, huur=0",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Smedema Makelaars & Taxateurs,http://www.smedema.nl,smedema.nl,smedema.nl,http://www.smedema.nl/aanbod/woningaanbod/bergen-l/koop/huis-10073414-Aijen-8,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
VIND Makelaardij B.V.,https://www.vindmakelaardij.nl,vindmakelaardij.nl,vindmakelaardij.nl,https://www.vindmakelaardij.nl/aanbod/vrijstaande-woning-ringoven-28-overloon,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=1",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Vrijdag & De Bekker makelaardij en hypotheekwinkel,http://www.vrijdag-debekker.nl,vrijdag-debekker.nl,vrijdag-debekker.nl,http://www.vrijdag-debekker.nl/aanbod/woningaanbod/boxmeer/koop/huis-10226692-Adriaen-Brouwerstraat-15,valid,Land Van Cuijk,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=4, koop=4, huur=0",Land Van Cuijk,Land van Cuijk,Land van Cuijk,alias,
Aarden Makelaardij,http://www.aardenmakelaardij.nl,aardenmakelaardij.nl,aardenmakelaardij.nl,http://www.aardenmakelaardij.nl/aanbod/woningaanbod/zeeland/koop/huis-10099206-Molenstraat-53,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=192, koop=5, huur=1",Landerd,Maashorst,Maashorst,former_gemeente,
Bernheze Makelaars & Adviseurs B.V.,http://www.bernheze.nl,bernheze.nl,bernheze.nl,http://www.bernheze.nl/aanbod/wonen,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=164, koop=4, huur=1",Landerd,Maashorst,Maashorst,former_gemeente,
Derks Makelaardij,http://www.derksmakelaardij.nl,derksmakelaardij.nl,derksmakelaardij.nl,http://www.derksmakelaardij.nl/aanbod/woningaanbod/uden/koop/huis-9950642-Muziekplein-108,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=5, koop=4, huur=0",Landerd,Maashorst,Maashorst,former_gemeente,
Hans Janssen Makelaars B.V.,http://www.hansjanssen.nl,hansjanssen.nl,hansjanssen.nl,https://www.hansjanssen.nl/makelaars/verkoop,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=710, koop=3, huur=1",Landerd,Maashorst,Maashorst,former_gemeente,
Makelaardij & Taxatieburo Th.  v. Casteren,http://www.vancasteren.nl,vancasteren.nl,vancasteren.nl,https://www.vancasteren.nl/woningen/te-koop-herpen-kapelakker-2,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=2, koop=3, huur=0",Landerd,Maashorst,Maashorst,former_gemeente,
Makelaardij Ton van Lanen & Partner,http://www.vanlanen.nl,vanlanen.nl,vanlanen.nl,http://www.vanlanen.nl/aanbod/woningaanbod,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=132, koop=4, huur=2",Landerd,Maashorst,Maashorst,former_gemeente,
Petterson Makelaardij & Taxaties o.g.,http://www.petterson.nl,petterson.nl,petterson.nl,http://www.petterson.nl/aanbod/woningaanbod/koop,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=246, koop=4, huur=0",Landerd,Maashorst,Maashorst,former_gemeente,
Van de Ven Garantiemakelaars,http://www.vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,vandevengarantiemakelaars.nl,http://www.vandevengarantiemakelaars.nl/woningaanbod,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,mejor candidato sin verificar (score=3.58),Landerd,Maashorst,Maashorst,former_gemeente,
Van der Krabben Makelaardij Uden B.V.,http://www.krabben.nl,krabben.nl,krabben.nl,https://www.krabben.nl/wonen/aanbod,valid,Landerd,Noord-Brabant,makelaar_site,nvm_harvester_2026_06_12,0.85,false,,"prijzen=133, koop=3, huur=0",Landerd,Maashorst,Maashorst,former_gemeente,
