source_id,office_name,root_domain,website,gemeente,province,source_origin,aanbod_url,aanbod_url_quality,confidence_score,needs_review,review_reason,legal_status,last_seen_at,last_audited_at,is_active
broedersmakelaardij.nl__alphen-chaam,Makelaars- en Adviesburo Broeders,broedersmakelaardij.nl,http://www.broedersmakelaardij.nl,Alphen-Chaam,Noord-Brabant,seed,http://www.broedersmakelaardij.nl/aanbod/woningaanbod/gilze/koop/huis-10225430-Nerhovensestraat-17,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
vhno.nl__alphen-chaam,Van Hoven & Oomen,vhno.nl,https://www.vhno.nl,Alphen-Chaam,Noord-Brabant,seed,https://vhno.nl/aanbod,valid,100,false,missing koopaanbod_url; residential_listing_index,allowed_official_source,20260613T183456Z,20260613T183456Z,true
baasmakelaardij.nl__altena,Baas Makelaardij B.V.,baasmakelaardij.nl,http://www.baasmakelaardij.nl,Altena,Noord-Brabant,seed,http://www.baasmakelaardij.nl/aanbod/woningaanbod/dordrecht/koop/huis-10137064-Dubbeldamseweg-Noord-17,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
hofstedebedrijfshuisvesting.nl__altena,Hofstede Bedrijfshuisvesting B.V.,hofstedebedrijfshuisvesting.nl,https://www.hofstedebedrijfshuisvesting.nl,Altena,Noord-Brabant,seed,,missing,45,true,missing koopaanbod_url; commercial_only,missing,20260613T183456Z,20260613T183456Z,false
hofstedelandvanheusden.nl__altena,Hofstede Land van Heusden,hofstedelandvanheusden.nl,https://www.hofstedelandvanheusden.nl,Altena,Noord-Brabant,seed,https://hofstedelandvanheusden.nl/aanbod,valid,100,false,missing koopaanbod_url; residential_listing_index,allowed_official_source,20260613T183456Z,20260613T183456Z,true
hofstedemakelaardij.nl__altena,Hofstede Makelaardij Werkendam,hofstedemakelaardij.nl,http://www.hofstedemakelaardij.nl,Altena,Noord-Brabant,seed,https://hofstedemakelaardij.nl/aanbod,valid,100,false,missing koopaanbod_url; residential_listing_index,allowed_official_source,20260613T183456Z,20260613T183456Z,true
hoogveste.nl__altena,Hoogveste B.V.,hoogveste.nl,http://www.hoogveste.nl,Altena,Noord-Brabant,seed,http://www.hoogveste.nl/aanbod/woningaanbod/nieuwe-niedorp/koop/huis-10300026-Vijverweg-1673,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
kolpa-ozp.nl__altena,Kolpa OZP makelaars,kolpa-ozp.nl,http://www.kolpa-ozp.nl,Altena,Noord-Brabant,seed,https://kolpa.nl/vestigingen/dordrecht,suspect,73,true,missing koopaanbod_url; project_page,needs_manual_review,20260613T183456Z,20260613T183456Z,false
lvmakelaars.nl__altena,Lamper & van Vliet Woningmakelaars,lvmakelaars.nl,http://www.lvmakelaars.nl,Altena,Noord-Brabant,seed,https://www.lvmakelaars.nl/wonen,valid,75,false,url contains listing signal 'wonen',allowed_official_source,20260613T183456Z,,true
merwelanden-makelaardij.nl__altena,Merwelanden Vastgoed Associatie BV,merwelanden-makelaardij.nl,http://www.merwelanden-makelaardij.nl,Altena,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; no_candidate_found,missing,20260613T183456Z,20260613T183456Z,false
molroubosmakelaardij.nl__altena,Mol & Roubos Makelaardij,molroubosmakelaardij.nl,http://www.molroubosmakelaardij.nl,Altena,Noord-Brabant,seed,https://molroubosmakelaardij.nl/aanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
nouwen.nl__altena,Nouwen Makelaardij o.g. b.v.,nouwen.nl,http://www.nouwen.nl,Altena,Noord-Brabant,seed,https://nouwen.nl,suspect,86,true,suspect koopaanbod_url: contains excluded token 'gratis-verkoopadvies'; project_page,needs_manual_review,20260613T183456Z,20260613T183456Z,false
unknown-domain__altena,NVW Vastgoed B.V.,,,Altena,Noord-Brabant,seed,,missing,0,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
oomenmakelaardij.nl__altena,Oomen Makelaardij & Taxaties,oomenmakelaardij.nl,http://www.oomenmakelaardij.nl,Altena,Noord-Brabant,seed,https://www.oomenmakelaardij.nl/wonen,valid,75,false,url contains listing signal 'wonen',allowed_official_source,20260613T183456Z,,true
paansmakelaars.nl__altena,Paans Makelaars in onroerende goederen,paansmakelaars.nl,http://www.paansmakelaars.nl,Altena,Noord-Brabant,seed,https://www.paansmakelaars.nl/aanbod/koopwoningen,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
taxanja.nl__altena,Taxanja Taxaties,taxanja.nl,https://www.taxanja.nl,Altena,Noord-Brabant,seed,,missing,0,true,missing koopaanbod_url; no_candidate_found,missing,20260613T183456Z,20260613T183456Z,false
vangeffen.nl__altena,Van Geffen Makelaardij,vangeffen.nl,http://www.vangeffen.nl,Altena,Noord-Brabant,seed,https://www.vangeffen.nl/aanbod/koopwoningen,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
viajoop.nl__altena,ViaJoop Makelaardij,viajoop.nl,http://www.viajoop.nl,Altena,Noord-Brabant,seed,http://www.viajoop.nl/woningen?type=koop,valid,75,false,url contains listing signal 'woningen',allowed_official_source,20260613T183456Z,,true
voswoningmakelaardij.nl__altena,Vos Woningmakelaardij,voswoningmakelaardij.nl,https://www.voswoningmakelaardij.nl,Altena,Noord-Brabant,seed,https://www.voswoningmakelaardij.nl/aanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
waltmann.com__altena,Waltmann & Co. Papendrecht b.v.,waltmann.com,http://www.waltmann.com,Altena,Noord-Brabant,seed,https://www.waltmann.com/aanbod/koopwoningen,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
zoomermakelaardij.nl__altena,Zoomer Makelaardij B.V.,zoomermakelaardij.nl,http://www.zoomermakelaardij.nl,Altena,Noord-Brabant,seed,https://www.zoomermakelaardij.nl/aanbod/koopwoningen,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
nijpmakelaars.nl__altena,Zoomer Nijp Taxatieburo B.V.,nijpmakelaars.nl,http://www.nijpmakelaars.nl,Altena,Noord-Brabant,seed,,missing,10,true,missing koopaanbod_url; no_candidate_found,missing,20260613T183456Z,20260613T183456Z,false
berkerstaxaties.nl__asten,Berkers Taxaties,berkerstaxaties.nl,https://www.berkerstaxaties.nl,Asten,Noord-Brabant,seed,,missing,0,true,missing koopaanbod_url; no_candidate_found,missing,20260613T183456Z,20260613T183456Z,false
beterwonenmakelaardij.nl__asten,Beter Wonen makelaardij Helma de Corte,beterwonenmakelaardij.nl,http://www.beterwonenmakelaardij.nl,Asten,Noord-Brabant,seed,http://www.beterwonenmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10304094-Peelkesakker-38,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
tulkensmakelaardij.nl__asten,Tulkens Makelaardij,tulkensmakelaardij.nl,http://www.tulkensmakelaardij.nl,Asten,Noord-Brabant,seed,http://www.tulkensmakelaardij.nl/aanbod/woningaanbod/koop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
vanhoutsmakelaardij.nl__asten,Van Houts Makelaardij,vanhoutsmakelaardij.nl,http://www.vanhoutsmakelaardij.nl,Asten,Noord-Brabant,seed,http://www.vanhoutsmakelaardij.nl/aanbod/woningaanbod/asten/koop/huis-10288622-Berkelaar-23,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
broedersmakelaardij.nl__baarle-nassau,Makelaars- en Adviesburo Broeders,broedersmakelaardij.nl,http://www.broedersmakelaardij.nl,Baarle-Nassau,Noord-Brabant,seed,http://www.broedersmakelaardij.nl/aanbod/woningaanbod/gilze/koop/huis-10225430-Nerhovensestraat-17,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
unknown-domain__bergeijk,Hennie Kunnen Makelaardij,,,Bergeijk,Noord-Brabant,seed,,missing,20,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
metonsmakelaars.nl__bergeijk,Met Ons Makelaars,metonsmakelaars.nl,https://www.metonsmakelaars.nl,Bergeijk,Noord-Brabant,seed,https://www.metonsmakelaars.nl/aanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
lommersmakelaars.nl__bergeijk,Peter van den Oetelaar Lommers Makelaars,lommersmakelaars.nl,http://www.lommersmakelaars.nl,Bergeijk,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; no_candidate_found,missing,20260613T183456Z,20260613T183456Z,false
wijmanjansen.nl__bergeijk,Wijman & Jansen ERA makelaars,wijmanjansen.nl,https://www.wijmanjansen.nl,Bergeijk,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
baasmakelaars.nl__bergen-op-zoom,Baas Makelaars,baasmakelaars.nl,http://www.baasmakelaars.nl,Bergen op Zoom,Noord-Brabant,seed,https://baasmakelaars.nl/wonen/nieuwbouw,valid,75,false,url contains listing signal 'wonen',allowed_official_source,20260613T183456Z,,true
brabantmakelaardij.nl__bergen-op-zoom,Brabant Makelaardij,brabantmakelaardij.nl,http://www.brabantmakelaardij.nl,Bergen op Zoom,Noord-Brabant,seed+overpass_osm,https://www.brabantmakelaardij.nl/huis-verkopen-bergen-op-zoom,suspect,30,true,suspect koopaanbod_url: missing listing signal; missing listing signal; overpass candidate requires validation; missing aanbod_url,needs_manual_review,20260613T183456Z,,false
devierwindenmakelaardij.nl__bergen-op-zoom,DE VIERWINDEN MAKELAARDIJ B.V.,devierwindenmakelaardij.nl,http://www.devierwindenmakelaardij.nl,Bergen op Zoom,Noord-Brabant,seed,https://www.devierwindenmakelaardij.nl/property/holleweg-187-bergen-op-zoom-612,suspect,30,true,suspect koopaanbod_url: missing listing signal; missing listing signal,needs_manual_review,20260613T183456Z,,false
unknown-domain__bergen-op-zoom,Grosfeld makelaardij,,,Bergen op Zoom,Noord-Brabant,seed,,missing,20,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
maesgroep.nl__bergen-op-zoom,Maes Makelaars,maesgroep.nl,http://www.maesgroep.nl,Bergen op Zoom,Noord-Brabant,seed,https://www.maesmakelaars.nl/woningen/te-koop,valid,75,false,url contains listing signal 'koop',allowed_official_source,20260613T183456Z,,true
viaons.nl__bergen-op-zoom,Viaons Makelaardij B.V.,viaons.nl,http://www.viaons.nl,Bergen op Zoom,Noord-Brabant,seed,http://www.viaons.nl/aanbod/woningaanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
vinkmakelaardij.com__bergen-op-zoom,Vink Makelaardij,vinkmakelaardij.com,http://www.vinkmakelaardij.com,Bergen op Zoom,Noord-Brabant,seed,http://www.vinkmakelaardij.com/woningen/beschikbaar,valid,75,false,url contains listing signal 'woningen',allowed_official_source,20260613T183456Z,,true
denottervanvliet.nl__bernheze,Den Otter Van Vliet,denottervanvliet.nl,https://www.denottervanvliet.nl,Bernheze,Noord-Brabant,seed,https://denottervanvliet.nl/aan-en-verkoop,valid,75,false,url contains listing signal 'koop',allowed_official_source,20260613T183456Z,,true
jansen-vantuijl.nl__bernheze,Jansen & Van Tuijl Makelaars o.g.,jansen-vantuijl.nl,http://www.jansen-vantuijl.nl,Bernheze,Noord-Brabant,seed,http://www.jansen-vantuijl.nl/aanbod/woningaanbod/oss/koop/huis-8457399-Bernhardlaan-43,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
ketelaarsvanzutphen.nl__bernheze,Ketelaars Van Zutphen Makelaardij,ketelaarsvanzutphen.nl,http://www.ketelaarsvanzutphen.nl,Bernheze,Noord-Brabant,seed,http://www.ketelaarsvanzutphen.nl/aanbod/woningaanbod/koop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
kom-wonen.nl__bernheze,KOMwonen,kom-wonen.nl,https://www.kom-wonen.nl,Bernheze,Noord-Brabant,seed,https://www.kom-wonen.nl/aanbod/woningaanbod/koop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
edwillems.nl__best,Ed Willems Makelaardij,edwillems.nl,http://www.edwillems.nl,Best,Noord-Brabant,seed,https://edwillems.nl/woningen,valid,75,false,url contains listing signal 'woningen',allowed_official_source,20260613T183456Z,,true
mgmmakelaardij.nl__best,M.G.M. Makelaardij B.V.,mgmmakelaardij.nl,http://www.mgmmakelaardij.nl,Best,Noord-Brabant,seed,https://www.mgmmakelaardij.nl/aanbod/koop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
berkkerkhof.nl__best,Van den Berk & Kerkhof Makelaars en Taxateurs,berkkerkhof.nl,http://www.berkkerkhof.nl,Best,Noord-Brabant,seed,https://www.berkkerkhof.nl/actueel/ontdek-het-nieuwbouwproject,suspect,30,true,suspect koopaanbod_url: missing listing signal; missing listing signal,needs_manual_review,20260613T183456Z,,false
boxmakelaardij.nl__bladel,Box Makelaardij,boxmakelaardij.nl,http://www.boxmakelaardij.nl,Bladel,Noord-Brabant,seed,https://www.boxmakelaardij.nl/aanbod/tussenwoning-vezelstraat-15-reusel,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
roijmans.nl__bladel,Roijmans Makelaardij,roijmans.nl,http://www.roijmans.nl,Bladel,Noord-Brabant,seed,http://www.roijmans.nl/bedrijfsmatig-aanbod/koop/bladel/hallenstraat/5-h0,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
jonkers-makelaardij.nl__boekel,Jonkers Makelaardij,jonkers-makelaardij.nl,https://www.jonkers-makelaardij.nl,Boekel,Noord-Brabant,seed,https://www.jonkers-makelaardij.nl/aanbod/woningaanbod/koop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
unknown-domain__boxtel,Makelaardij Christian,,,Boxtel,Noord-Brabant,seed,,missing,20,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
nuyensmakelaars.nl__boxtel,Nuyens Makelaars,nuyensmakelaars.nl,http://www.nuyensmakelaars.nl,Boxtel,Noord-Brabant,seed+overpass_osm,,missing,40,true,missing koopaanbod_url; missing aanbod_url; overpass candidate requires validation; missing aanbod_url,missing,20260613T183456Z,,false
staete.nl__boxtel,Staete Makelaars Boxtel,staete.nl,https://www.staete.nl,Boxtel,Noord-Brabant,seed,https://www.staete.nl/aanbod/wonen/tOZUao2/laan-ten-habraken-2-5291-aj,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
tm-makelaardij.nl__boxtel,Tijn Maas Makelaardij,tm-makelaardij.nl,https://www.tm-makelaardij.nl,Boxtel,Noord-Brabant,seed,https://www.tm-makelaardij.nl/woningaanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
unknown-domain__boxtel,Van der Ven Makelaardij,,,Boxtel,Noord-Brabant,seed,,missing,20,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
bastiarealestate.com__breda,Bastia Real Estate BV,bastiarealestate.com,https://www.bastiarealestate.com,Breda,Noord-Brabant,seed,https://bastiarealestate.com/woningaanbod/kwaadeindstraat-95-tilburg,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
b-vdb.nl__breda,Bastiaansen van den Bemd Makelaars Taxateurs,b-vdb.nl,https://www.b-vdb.nl,Breda,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
binkenpartners.nl__breda,Bink & Partners,binkenpartners.nl,http://www.binkenpartners.nl,Breda,Noord-Brabant,seed,https://binkenpartners.nl/huis-verkopen-breda,suspect,30,true,suspect koopaanbod_url: missing listing signal; missing listing signal,needs_manual_review,20260613T183456Z,,false
crielaersmakelaardij.nl__breda,Crielaers Makelaardij & Taxaties,crielaersmakelaardij.nl,https://www.crielaersmakelaardij.nl,Breda,Noord-Brabant,seed,https://www.crielaersmakelaardij.nl/aanbod/woningaanbod/breda/koop/huis-10073758-Bernard-de-Wildestraat-600,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
eganmakelaardij.nl__breda,Egan Makelaardij B.V.,eganmakelaardij.nl,https://www.eganmakelaardij.nl,Breda,Noord-Brabant,seed,https://www.funda.nl/makelaars/breda/19403-egan-makelaardij-bv/woningaanbod/koop/heel-nederland,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
erafocus.nl__breda,ERA Focus Makelaars Breda B.V.,erafocus.nl,http://www.erafocus.nl,Breda,Noord-Brabant,seed,,missing,50,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
hendriks.nl__breda,Hendriks Makelaardij Breda,hendriks.nl,http://www.hendriks.nl,Breda,Noord-Brabant,seed,https://hendriks.nl/woningaanbod/koop/rijsbergsebaan-13-4836-mc-breda,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
hypodomus-breda.nl__breda,Hypodomus Makelaars Breda,hypodomus-breda.nl,http://www.hypodomus-breda.nl,Breda,Noord-Brabant,seed,http://www.hypodomus-breda.nl/aanbod/woningaanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
idealemakelaar.nl__breda,Ideale Makelaar,idealemakelaar.nl,https://www.idealemakelaar.nl,Breda,Noord-Brabant,seed,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
kernmakelaars.nl__breda,Kern Makelaars Breda B.V.,kernmakelaars.nl,http://www.kernmakelaars.nl,Breda,Noord-Brabant,seed,https://www.kernmakelaars.nl/aanbod/nu-in-verkoop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
kinmakelaars.nl__breda,KIN Makelaars Breda B.V.,kinmakelaars.nl,http://www.kinmakelaars.nl,Breda,Noord-Brabant,seed,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
lucvastgoed.nl__breda,LUC Vastgoed Adviseurs,lucvastgoed.nl,https://www.lucvastgoed.nl,Breda,Noord-Brabant,seed,https://www.lucvastgoed.nl/aanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
makelaarshuysjohanna.nl__breda,Makelaarshuys Johanna en Gijs,makelaarshuysjohanna.nl,https://makelaarshuysjohanna.nl,Breda,Noord-Brabant,seed,https://makelaarshuysjohanna.nl/aanbod/woningaanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
rogamakelaars.nl__breda,Roga Makelaars B.V.,rogamakelaars.nl,http://www.rogamakelaars.nl,Breda,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
steverink.nl__breda,Steverink en Partners,steverink.nl,http://www.steverink.nl,Breda,Noord-Brabant,seed,http://www.steverink.nl/binnenkort-in-verkoop,valid,75,false,url contains listing signal 'koop',allowed_official_source,20260613T183456Z,,true
storimansenpartners.nl__breda,Storimans en Partners,storimansenpartners.nl,https://www.storimansenpartners.nl,Breda,Noord-Brabant,seed,,missing,20,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
unknown-domain__breda,Taxatie 4u,,,Breda,Noord-Brabant,seed,,missing,0,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
unknown-domain__breda,Van Bragt Makelaars & Taxateurs,,,Breda,Noord-Brabant,seed,,missing,20,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
vandewatergroep.nl__breda,Van de Water Makelaars Breda,vandewatergroep.nl,http://www.vandewatergroep.nl,Breda,Noord-Brabant,seed,https://vandewatergroep.nl/nieuwbouw/project/zevenbergen-markant-verkoop-gestart-schrijf-je-nu-in,valid,75,false,url contains listing signal 'koop',allowed_official_source,20260613T183456Z,,true
vandersande.nl__breda,Van der Sande Makelaars,vandersande.nl,http://www.vandersande.nl,Breda,Noord-Brabant,seed,http://www.vandersande.nl/wonen/binnenkort-in-de-verkoop,valid,75,false,url contains listing signal 'koop',allowed_official_source,20260613T183456Z,,true
barthutmakelaardij.nl__cranendonck,Bart Hut Makelaardij,barthutmakelaardij.nl,http://www.barthutmakelaardij.nl,Cranendonck,Noord-Brabant,seed,http://www.barthutmakelaardij.nl/aanbod/woningaanbod/maarheeze/koop/huis-10069812-Gagelstraat-14,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
cranendonckmakelaars.nl__cranendonck,Cranendonck Makelaars,cranendonckmakelaars.nl,http://www.cranendonckmakelaars.nl,Cranendonck,Noord-Brabant,seed,https://www.cranendonckmakelaars.nl/aanbod/twee-onder-een-kapwoning-willem-alexanderlaan-36-maarheeze,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
makelaardijswinkels.nl__deurne,Assurantie- en Makelaarskantoor Swinkels B.V.,makelaardijswinkels.nl,http://www.makelaardijswinkels.nl,Deurne,Noord-Brabant,seed,https://www.makelaardijswinkels.nl/makelaardij/aanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
bakensmakelaardij.nl__deurne,Bakens Makelaardij,bakensmakelaardij.nl,http://www.bakensmakelaardij.nl,Deurne,Noord-Brabant,seed,http://www.bakensmakelaardij.nl/aanbod/woningaanbod/helmond/koop/huis-10309030-Prins-Karelstraat-89,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
door-martijn.nl__deurne,Door Martijn B.V.,door-martijn.nl,http://www.door-martijn.nl,Deurne,Noord-Brabant,seed,https://www.door-martijn.nl/ik-verkoop-een-huis,valid,75,false,url contains listing signal 'koop',allowed_official_source,20260613T183456Z,,true
hypodomus-eindhoven.nl__deurne,Hypodomus | Pieter Vriends,hypodomus-eindhoven.nl,http://www.hypodomus-eindhoven.nl,Deurne,Noord-Brabant,seed,,missing,20,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
neomakelaars.nl__deurne,NEO makelaars,neomakelaars.nl,https://www.neomakelaars.nl,Deurne,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
vansantvoort.nl__deurne,Van Santvoort Makelaars b.v.,vansantvoort.nl,http://www.vansantvoort.nl,Deurne,Noord-Brabant,seed,https://www.vansantvoort.nl/woningen-zoeken?type=koopwoningen,valid,75,false,url contains listing signal 'woningen',allowed_official_source,20260613T183456Z,,true
kanters.net__dongen,Kanters Makelaars B.V.,kanters.net,https://www.kanters.net,Dongen,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
kinmakelaars.nl__dongen,KIN Makelaars Dongen,kinmakelaars.nl,http://www.kinmakelaars.nl,Dongen,Noord-Brabant,seed,http://www.kinmakelaars.nl/aanbod/wonen/te-koop,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
vandenboschmakelaars.com__dongen,Van den Bosch Makelaars,vandenboschmakelaars.com,http://www.vandenboschmakelaars.com,Dongen,Noord-Brabant,seed,https://www.vandenboschmakelaars.com/diensten/verkoopmakelaar,suspect,25,true,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',needs_manual_review,20260613T183456Z,,false
biemansmakelaardij.nl__drimmelen,Biemans B.V.,biemansmakelaardij.nl,http://www.biemansmakelaardij.nl,Drimmelen,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
biemansmade.nl__drimmelen,"Biemans Made, Makelaardij o.z. en Hypotheken",biemansmade.nl,http://www.biemansmade.nl,Drimmelen,Noord-Brabant,seed,http://www.biemansmade.nl/nl/diensten/verkoop,suspect,25,true,suspect koopaanbod_url: contains excluded token 'diensten'; contains excluded token 'diensten',needs_manual_review,20260613T183456Z,,false
bogaersmakelaardij.nl__drimmelen,Bogaers Makelaardij,bogaersmakelaardij.nl,http://www.bogaersmakelaardij.nl,Drimmelen,Noord-Brabant,seed,,missing,40,true,missing koopaanbod_url; missing aanbod_url,missing,20260613T183456Z,,false
eramakelaardijamerstreek.nl__drimmelen,ERA Makelaardij Amerstreek,eramakelaardijamerstreek.nl,http://www.eramakelaardijamerstreek.nl,Drimmelen,Noord-Brabant,seed,http://www.eramakelaardijamerstreek.nl/raamsdonksveer/era-makelaardij-amerstreek/verkoopmakelaar-raamsdonksveer,suspect,25,true,suspect koopaanbod_url: contains excluded token 'verkoopmakelaar'; contains excluded token 'verkoopmakelaar',needs_manual_review,20260613T183456Z,,false
eraoosterhout.nl__drimmelen,ERA makelaars Oosterhout,eraoosterhout.nl,http://www.eraoosterhout.nl,Drimmelen,Noord-Brabant,seed,http://www.eraoosterhout.nl/makelaar/oosterhout-nb/ijsvogelvlinder/era-makelaars-oosterhout/huizenaanbod,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
idealemakelaar.nl__drimmelen,Ideale Makelaar,idealemakelaar.nl,https://www.idealemakelaar.nl,Drimmelen,Noord-Brabant,seed,https://www.idealemakelaar.nl/aanbod/koopwoningen,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
klijsen.nl__drimmelen,Klijsen Makelaars & Adviseurs,klijsen.nl,http://www.klijsen.nl,Drimmelen,Noord-Brabant,seed,https://www.klijsen.nl/agrarisch-grond-te-koop-grond-kopen-in-noord-brabant,valid,75,false,url contains listing signal 'koop',allowed_official_source,20260613T183456Z,,true
mrmakelaardij.nl__drimmelen,Marjoleine Rinsma Makelaardij,mrmakelaardij.nl,http://www.mrmakelaardij.nl,Drimmelen,Noord-Brabant,seed,http://www.mrmakelaardij.nl/aanbod/woningaanbod?inclkoop=true&inclhuur=false,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
noudkopsmakelaardij.nl__drimmelen,Noud Kops Woning-en Bedrijfsmakelaardij en Verzekeringen,noudkopsmakelaardij.nl,http://www.noudkopsmakelaardij.nl,Drimmelen,Noord-Brabant,seed,http://www.noudkopsmakelaardij.nl/aanbod/woningaanbod/oosterhout/koop/huis-10166294-Leeuwenstraat-28,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
unknown-domain__drimmelen,Trommelen Makelaars en Taxateurs,,,Drimmelen,Noord-Brabant,seed,,missing,20,true,missing website; missing koopaanbod_url; missing domain; missing root_domain; missing aanbod_url,missing,20260613T183456Z,,false
vdplas.nl__drimmelen,Van der Plas & De Vegt Makelaardij B.V.,vdplas.nl,http://www.vdplas.nl,Drimmelen,Noord-Brabant,seed,http://www.vdplas.nl/aanbod/woningaanbod/oosterhout/koop/huis-10223868-Zwanendonk-2,valid,75,false,url contains listing signal 'aanbod',allowed_official_source,20260613T183456Z,,true
verbrugge.com__drimmelen,Verbrugge Makelaardij b.v.,verbrugge.com,http://www.verbrugge.com,Drimmelen,Noord-Brabant,seed,http://www.verbrugge.com/huizen,valid,75,false,url contains listing signal 'huizen',allowed_official_source,20260613T183456Z,,true
